plcy_no,name,lclsf,category,keyword,region,sub_region,source,source_url,ref_url2,raw_text,amount,deadline,registered_at,last_modified_at,collected_at,aply_prd_type,biz_prd_type,biz_start_ymd,biz_end_ymd,biz_prd_etc,age_min,age_max,age_limit_yn,earn_cnd,earn_min_amt,earn_max_amt,earn_etc,mrg_stts,job,school,major,special_target,pvmthd,pvmthd_group,sprt_scl_cnt,sprt_scl_lmt_yn,sprt_arvl_seq_yn,add_qlfc,exclude_target,apply_method,select_method,submit_docs,etc_matter,sprvsn_inst_nm,oper_inst_nm,rgtr_inst_nm,zip_cd,inq_cnt,aprvl_stts
10470,4월 취업로드맵 참여자 모집,일자리,,,경기도,남양주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10470,https://forms.gle/hch74V5yjVziUAu47,"남양주시 거주 중인 39세 이하 취업준비생 [취업준비 step 1.] - 강점 활용 직업적 강점 찾기 - 강점의 중요성과 필요성 - 강점 기반 진단 해석 및 진로 목표 수립 - 강점 스토리텔링, 대표 강점을 인식한 자기이해와 자신감 증진 - 강점 기반 진로 목표 설정 및 액션플랜 작성 [취업준비 step 2.] - 노트북 혹은 태블릿 지참 - AI 활용 자기소개서 작성 - AI 자기소개서 기초 - AI를 활용한 자기소개서 작성 시 주의해야 할 사항 - Chat GPT, 퀴즈봇을 활용한 작성법과 실습 - 문항별 경험작성 방법 및 AI활용 초안 작성",,상시 접수,,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,남양주시 거주 중인 39세 이하 취업준비생,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10457,청년프로젝트 청년 학습자 모집,교육문화,,,경기도,안산시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10457,https://asyouthspace.kr/main02/1374?page=2,19세 ~ 39세 청년 누구나 원하는 강좌를 무료로 원하는 시간에 개설 (※ 재료비 학습자 개인 부담),,2026. 1.1.~ 12. 31.,,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,19세 ~ 39세 청년 누구나,,인스타그램 DM 문의 -> 강사 매칭 후 프로그램 개설 확정 -> 홈페이지 신청 바로가기,,,,,,,,,
10454,청년 전·월세 안심계약 도움서비스,주거,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10454,https://dept.seongnam.go.kr/youth/apply/business/detail/196,19세 ~ 39세의 성남시에 거주 또는 거주 예정 청년 - 중개활동 경험과 전문성을 갖춘 주거안심매니저(공인중개사)를 통한 전·월세 계약 상담 및 동행 지원 - 주거예정지역 정보제공 및 주거지원 정책 안내,,2026. 3.12.~ 12. 10.,,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,19세 ~ 39세의 성남시에 거주 또는 거주 예정 청년,,온라인 신청 바로가기,,,,,,,,,
10425,일자리 박람회,일자리,,,경기도,군포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10425,,"일자리 희망자 ※ 졸업예정자, 청년, 여성, 중장년층 퇴직자 등 - 주요행사 : 기업체 현장 채용 면접 - 취업지원 : 이력서&자기소개서 컨설팅, 취업지원기관 상담 - 이 벤 트 : 면접정장 착용체험(청년층), 이력서 사진촬영 등",,,,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,"일자리 희망자 ※ 졸업예정자, 청년, 여성, 중장년층 퇴직자 등",,,,,,,,,,,
10414,1:1 맞춤형 취업 멘토링 신청,일자리,,,경기도,김포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10414,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5294,김포시 거주 청년 100명（19~39세） 맞춤형 취업 멘토링 기본 5회 제공,,2026. 3.5.~ 11. 30.(※ 정원 초과 시 조기 마감),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,김포시 거주 청년 100명（19~39세）,,온라인 신청 바로가기,,,,,,,,,
10366,청년취업면접 올케어사업,일자리,,,경기도,이천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10366,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5167,"- 이천시에 거주하며 19세 이상 39세 이하인 구직자 - 이천시 고교졸업예정자 및 이천시 소재 대학에 재학 또는 휴학 중인 취업준비생 - 면접정장 대여 - 이력서 사진촬영 - 헤어메이크업 지원 - 취업특강 진행 - 면접컨설팅 제공 (상담, 자소서, 이력서 컨설팅)",,2026. 2.5.~ 12. 11.(예산 소진시 사업종료),,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,- 이천시에 거주하며 19세 이상 39세 이하인 구직자 - 이천시 고교졸업예정자 및 이천시 소재 대학에 재학 또는 휴학 중인 취업준비생,,온라인 신청 바로가기,,,,,,,,,
10359,일반인 창업 멘토링 프로그램,일자리,,,경기도,이천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10359,,19세∼39세 이하 청년 창업자 또는 예비창업자 (관내.외) / 입주기업 제외 ① 창업 컨설팅 ② 인사 노무 ③ 법률 ④ 세무 ⑤ 투자,,2026. 2.27.~ 상시 (예산 소진시 사업종료),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,19세∼39세 이하 청년 창업자 또는 예비창업자 (관내.외) / 입주기업 제외,,이메일 접수 | iysc123@ck.ac.kr,,,,,,,,,
10358,이력서사진 무료 촬영 신청자 모집,일자리,,,경기도,양주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10358,,"19~39세인 양주시 거주자로 구직 중인 청년 사진촬영 및 인화, 포토샵 보정 및 정 장합성 지원, 촬영부터 인화까지 원스톱 서비스",,2026. 2.24.~ 11. 30.,,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,19~39세인 양주시 거주자로 구직 중인 청년,,이메일 접수 | mbsr@korea.kr,,,,,,,,,
10352,오정청년공간 청년모임 공간지원 참여팀 모집,교육문화,,,경기도,부천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10352,https://form.naver.com/response/IlJnWJbYltc3aB7Zax5ssA,"부천에서 거주 또는 활동 중인 19~39세 청년으로 구성된 3인 이상의 모임 - 봉사활동, 문화·예술, 자기계발 등 - 모임 대표자 중심 자율 운영 (월 1회 이상 활동 필수)",,2026. 2.23.~ 마감 시 까지,,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,부천에서 거주 또는 활동 중인 19~39세 청년으로 구성된 3인 이상의 모임,,온라인 신청(네이버폼) 바로가기,,,,,,,,,
10333,청년 강의실(사랑방) 무료 대여 지원사업,교육문화,,,경기도,수원시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10333,https://naver.me/F75BVZPM,"수원시에 거주하거나 활동 중인 청년(만 19~39세) 비영리 목적의 소규모 모임, 회의, 취미·여가 활동에 한함(정치적, 종교적, 영업적 목적 불가) [대여 공간] 영통종합사회복지관 청명동 1층 사랑방 [대여 시간] 기본 이용 시간: 평일 9:00 ~ 17:00 이외 시간대의 이용은 별도 문의 후 협의하여 결정함 ※ 복지관 내부 일정 및 프로그램 운영에 따라 이용이 제한될 수 있음 [대여 기준] 최소 인원 4명 이상, 최대 12명 가능(책상, 의자, 티비 모니터 연결, 블루투스 스피커 및 마이크, 보드게임 2종 대여 가능) 동일 모임의 연속 이용은 주 1회로 제한 / 사전 예약제 운영(선착순 접수 원칙)",,"2026. 3.2.~ 11. 27. (주말, 공휴일 제외)",,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,"수원시에 거주하거나 활동 중인 청년(만 19~39세) 비영리 목적의 소규모 모임, 회의, 취미·여가 활동에 한함(정치적, 종교적, 영업적 목적 불가)",,온라인 신청(네이버폼 ※사전 예약 필수) 바로가기,,,,,,,,,
10330,청년 단기 숙소 새빛호스텔 입주자 모집,일자리,,,경기도,수원시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10330,,"19 ~ 39세 청년 20명 - 1순위: 수원시에 주소지를 둔 중소기업에 근무 중이거나 취업이 확정된 청년 - 2순위: 수원시에 주소지를 둔 중소기업 외 기업 및 기관에 근무중이거나 취업이 확정된 청년 - 3순위: 수원시에 주소지를 둔 대학교(원)에 재학 중이거나 진학이 확정된 청년 - 4순위: 기타(현재 관내 거주 중이나 전ㆍ월세 계약 종료에 따라 임시 거주지가 필요한 자 등 1~3순위에 해당하지 않는 청년의 경우 내부 심사를 통해 선정 예정) * 신청자격 기준 순위별(1순위 우선) 제출된 서류 선착순으로 입주 대상자 선정 수원 전입 희망 청년 단기 숙소 제공, 동행매니저 운영 등",,2026. 2.2.~ 12. 18.(예산 소진시 사업종료),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,19 ~ 39세 청년 20명 - 1순위: 수원시에 주소지를 둔 중소기업에 근무 중이거나 취업이 확정된 청년 - 2순위: 수원시에 주소지를 둔 중소기업 외 기업 및 기관에 근무중이거나 취업이 확정된 청년 - 3순위: 수원시에 주소지를 둔 대학교(원)에 재학 중이거나 진학이 확정된 청년 - 4순위: 기타(현재 관내 거주 중이나 전ㆍ월세 계약 종료에 따라 임시 거주지가 필요한 자 등 1~3순위에 해당하지 않는 청년의 경우 내부 심사를 통해 선정 예정) * 신청자격 기준 순위별(1순위 우선) 제출된 서류 선착순으로 입주 대상자 선정,,이메일 접수 | suwon11@syf.or.kr 방문 접수 | 수원시 권선구 서호로32(서둔동) 수원유스호스텔,,,,,,,,,
10328,청년 이사비 지원사업 <남양주 청년 Stay-On 프로젝트>,주거,,,경기도,남양주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10328,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5011,2026. 1. 1. 이후 남양주시로 전입 또는 남양주시 내에서 이사 후 전입신고 완료한 19~39세 무주택 청년 세대주 (450세대) - (소득) 기준 중위소득 120% 이하 - (주택) 거래금액 2억 원 이하 전·월세 거주 - (재산) 청년 본인 및 가구 구성원 모두 무주 이사비 최대 40만 원 한도 내 실비 지원 ※ 생애 1회,,2026. 1.19.~ 12. 31.(예산 소진시 사업종료),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,2026. 1. 1. 이후 남양주시로 전입 또는 남양주시 내에서 이사 후 전입신고 완료한 19~39세 무주택 청년 세대주 (450세대) - (소득) 기준 중위소득 120% 이하 - (주택) 거래금액 2억 원 이하 전·월세 거주 - (재산) 청년 본인 및 가구 구성원 모두 무주,,온라인 신청 바로가기,,,,,,,,,
10327,청년 부동산 중개수수료 및 이사비 지원사업,주거,,,경기도,안성시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10327,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5105,"안성시 청년(19세~39세) [사업대상] 신청월 기준 최근 6개월 이내(신청월 포함) 안성시로 전입 또는 안성시 관내 이사 후 전입신고를 완료한 19세~39세 이하 청년가구(계약자 기준) [주택기준] 거래금액 2억원 이하(매매, 전․월세 거래금액) [소득기준] 가구원수별 소득합산액이 기준중위소득 170% 이하 가구 [재산기준] 전입 신고일로부터 신청일까지 가구구성원 무주택자(부모제외) ※ 매매는 해당 주택 외 미보유(부모 제외) 최대 50만원 이하 부동산 중개수수료 및 이사비 실비 지원",,2026. 1.26.~ 12. 31.,,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,"안성시 청년(19세~39세) [사업대상] 신청월 기준 최근 6개월 이내(신청월 포함) 안성시로 전입 또는 안성시 관내 이사 후 전입신고를 완료한 19세~39세 이하 청년가구(계약자 기준) [주택기준] 거래금액 2억원 이하(매매, 전․월세 거래금액) [소득기준] 가구원수별 소득합산액이 기준중위소득 170% 이하 가구 [재산기준] 전입 신고일로부터 신청일까지 가구구성원 무주택자(부모제외) ※ 매매는 해당 주택 외 미보유(부모 제외)",,온라인 신청 바로가기,,,,,,,,,
10311,창업희망 여성공동체 상시모집,일자리,,,경기도,부천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10311,http://www.ilwoman.or.kr/,"- 경기도 거주자 (부천시 우대) - 창업을 희망하는 동아리 강사형 (5인 이상), 창업형 (3인 이상) - 창업을 준비하는 예비창업자 - 부천 유통 업체 입점 연계 - 문화센터 강의 연계 - 창업 전시회 참가 지원 - 프리마켓 행사 개최 및 지원 - 교육 및 컨설팅 - 협동조합 설립 지원",,2026. 2.9.~ 인원 마감시까지,,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,"- 경기도 거주자 (부천시 우대) - 창업을 희망하는 동아리 강사형 (5인 이상), 창업형 (3인 이상) - 창업을 준비하는 예비창업자",,신청서 다운로드 및 작성 후 이메일 제출 | s059279@nate.com 바로가기,,,,,,,,,
10283,2026년 1:1 정책진입상담 쉼표이야기,,,,경기도,평택시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10283,https://www.pyeongtaek.go.kr/ptyc/portal/youthSupport/program/view.do?mId=0401000000&idx=319,(19세~39세 이하) 평택시 청년 누구나 (100명) - 정책이야기(수요에 맞춘 맞춤형 청년정책 안내 및 관련 기관 연계) - 마음이야기(심리 개인상담 전문기관 연계를 통한 맞춤형 상담 지원),,2026. 2.9.~ 12. 23. (선착순 모집),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,(19세~39세 이하) 평택시 청년 누구나 (100명),,온라인 신청 바로가기,,,,,,,,,
10279,[온라인] 2026년 AI 자기소개서 및 면접 솔루션,일자리,,,경기도,화성시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10279,https://youthjob.hscity.go.kr/education/edu_view.jsp?private_code=718d0b82-da53-4133-8766-9113146d9061,화성시 내 거주자 또는 활동 중인 청년 (만19세~만39세 250명) 국내 최고 수준의 GPT를 활용한 자기소개서 작성 및 첨삭 / 면접 답변 가이드 제공 / 인적성 대비 툴 제공,,2026. 2.2.~ 12. 31.(사업량 소진시 마감),,,2026-08-11,,,,,,19,39,,,,,,,,,,,,지자체,,,,화성시 내 거주자 또는 활동 중인 청년 (만19세~만39세 250명),,온라인 신청 바로가기,,,,,,,,,
10275,새일여성인턴 모집 안내,일자리,,,경기도,군포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10275,,"인턴참여자(구직자) - 군포새일센터에 구직 등록한 미취업 여성 인턴 3개월 종료 후 정규직으로 전환되어 6개월 근무 시 60만원 지원(1회) 새일여성인턴 근무조건 1. 인턴기간 : 3개월, 주 35시간 이상 근무 2. 급여조건 : 최저임금 ( 시급 10,320원, 주 40시간 근무 시 월 2,156,880원 이상 ) ※ 4대 보험 가입 필수",,2026. 2.11.~ 상시 (예산 소진시 사업종료),,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,인턴참여자(구직자) - 군포새일센터에 구직 등록한 미취업 여성,,방문신청 및 전화 상담 (031-390-4036),,,,,,,,,
10269,2026년 이천시 청년도전지원사업,일자리,,,경기도,이천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10269,https://www.work24.go.kr/wk/g/b/1100/busiIntro.do,"만 18세 이상 ~ 34세 이하 구직단념청년* 등 ※ 최근 6개월간 취업 및 교육·직업훈련 참여 이력이 없고, 구직단념청년 문답표 확인 결과 21점(30점 만점) 이상인 청년(만 18세 이상~34세 이하) ※ 구직단념청년, 자립준비청년, 청소년복지시설 입·퇴소 청년, 북한이탈청년, 지역특화청년, 가습기살균제 피해청년 [단기] - 밀착상담 - 사례관리 - 자신감 회복 - 진로탐색 - 취업역량강화 프로그램 지원기간: 5주 이상 [중기 / 장기] - 도전 프로그램 내용을 확대 - 참여자의 특성 및 요구에 맞는 외부연계활동 - 프로젝트 기반 자율활동 추가 운영 지원기간: 15주 이상 / 25주 이상",,2026. 2.10.~ 상시,,,2026-08-11,,,,,,,,,,,,,,,,,,,지자체,,,,"만 18세 이상 ~ 34세 이하 구직단념청년* 등 ※ 최근 6개월간 취업 및 교육·직업훈련 참여 이력이 없고, 구직단념청년 문답표 확인 결과 21점(30점 만점) 이상인 청년(만 18세 이상~34세 이하) ※ 구직단념청년, 자립준비청년, 청소년복지시설 입·퇴소 청년, 북한이탈청년, 지역특화청년, 가습기살균제 피해청년",,온라인 신청 바로가기,,,,,,,,,
